pred_y,0,1,2,3,4,5,6
0,181.0,4.0,33.0,9.0,36.0,9.0,28.0
1,11.0,34.0,2.0,0.0,10.0,3.0,4.0
2,82.0,7.0,222.0,20.0,73.0,47.0,45.0
3,75.0,5.0,87.0,788.0,134.0,47.0,116.0
4,71.0,2.0,80.0,26.0,228.0,12.0,83.0
5,14.0,3.0,50.0,7.0,9.0,275.0,16.0
6,57.0,0.0,54.0,29.0,104.0,23.0,334.0
